,site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,tz_cd,flow,flow_unit,flow_dt,stage,stage_unit,stage_dt,flow_chg,flow_chg_percent,stage_chg,stage_chg_percent,USGSstationID,location name,proximity,river/water-body name,nws shef id,location type,usgs id,latitude,longitude,wfo,rfc,state,county,wrr,timezone,inundation,elevation,action stage,flood stage,moderate flood stage,major flood stage,flood stage unit,coeid,hydrograph page,pedts,in service,hemisphere,low water threshold value / units,forecast status,display low water impacts,low flow display,give data attribution,attribution wording,fema wms,probabilistic site,weekly chance probabilistic enabled,short-term probabilistic enabled,chance of exceeding probabilistic enabled,nrldb vertical datum name,nrldb vertical datum,navd88 vertical datum,ngvd29 vertical datum,msl vertical datum,other vertical datum,site_no_shift,stage_chg_percent_shift,river/water-body name_shift
6561,13346800.0,PARADISE CR AT UNIVERSITY OF IDAHO AT MOSCOW ID,46.7319,-117.024,17060108.0,PST,0.3,cfs,2022-08-14 15:45:00,3.73,ft,2022-08-14 15:45:00,0.06,25.0,0.02,0.54,13346800.0,University of Idaho at Moscow ID,at,Paradise Creek,paci1,River Stage/Flow Location,13346800.0,46.731944,117.023333,otx,nwrfc,id,57.0,Pacific Northwest Region,PST,No,2543.46,8.0,9.2,10.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=otx&gage=paci1,hgirg,Yes,W,3.4 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,2543.46,,2543.46,,,9381800.0,6.34,Paria River
5704,9381800.0,"PARIA RIVER NEAR KANAB, UTAH",37.1075,-111.906,14070007.0,MST,6.96,cfs,2022-08-14 16:10:00,8.56,ft,2022-08-14 16:10:00,6.73,2926.09,0.51,6.34,9381800.0,Kanab,near,Paria River,paku1,River Stage/Flow Location,9381800.0,37.107483,111.90601,slc,cbrfc,ut,25.0,Upper Colorado Region,MST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=slc&gage=paku1,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NAVD88,4348.6,,,,,9382000.0,-0.43,Paria River
5705,9382000.0,"PARIA RIVER AT LEES FERRY, AZ",36.8722,-111.595,14070007.0,MST,36.3,cfs,2022-08-14 15:00:00,4.62,ft,2022-08-14 15:00:00,-1.7,-4.47,-0.02,-0.43,9382000.0,Lees Ferry,at,Paria River,plfa3,River Stage/Flow Location,9382000.0,36.872222,111.593889,fgz,cbrfc,az,0.0,Upper Colorado Region,MST7,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=fgz&gage=plfa3,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,3123.68,,,,3123.68 ft,2217643.0,-0.33,Parks Creek
1302,2217643.0,"PARKS CREEK AT LYLE FIELD RD NR JEFFERSON, GA",34.1621,-83.5251,3070101.0,EST,1,cfs,2022-08-14 18:00:00,3,ft,2022-08-14 18:00:00,-0.06,-5.66,-0.01,-0.33,2217643.0,Lyle Field Road near Jefferson,at,Parks Creek,pacg1,Stage/Flow and Precipitation Location,2217643.0,34.161944,83.525,ffc,serfc,ga,157.0,South Atlantic-Gulf Region,EST,No,,8.0,9.0,10.0,13.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=pacg1,hgirg,Yes,W,-9999 Feet,Data Point,Yes,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,714.55,,750 ft,,,2479000.0,-0.15,Pascagoula River
1764,2479000.0,"PASCAGOULA RIVER AT MERRILL, MS",30.9781,-88.7269,3170006.0,CST,5740,cfs,2022-08-14 17:15:00,6.84,ft,2022-08-14 17:15:00,-10.0,-0.17,-0.01,-0.15,2479000.0,Merrill,at,Pascagoula River,mrrm6,River Stage/Flow Location,2479000.0,30.978056,88.726944,mob,lmrfc,ms,39.0,South Atlantic-Gulf Region,CST,No,26.25 ft,12.5,22.0,25.0,32.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=mob&gage=mrrm6,hgirg,Yes,W,-9999 Feet,Year-round,No,No,No,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD 1929,26.25,,26.25 ft,,,2479310.0,0.48,Pascagoula River
1768,2479310.0,"PASCAGOULA RIVER AT GRAHAM FERRY, MS",30.6106,-88.6414,3170006.0,CST,9230,cfs,2022-08-14 17:45:00,8.38,ft,2022-08-14 17:45:00,50.0,0.54,0.04,0.48,2479310.0,Graham Ferry,at,Pascagoula River,pgfm6,River Stage/Flow Location,2479310.0,30.610556,88.641389,lix,lmrfc,ms,59.0,South Atlantic-Gulf Region,CST,No,,15.0,16.0,18.0,20.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=pgfm6,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD29,0.0,0 ft,,,,2480212.0,-21.49,Pascagoula River
1774,2480212.0,"PASCAGOULA RIVER AT MI 1 AT PASCAGOULA, MS",30.3678,-88.5631,3170006.0,CST,0,,0000-00-00 00:00:00,0.95,ft,2022-08-14 17:45:00,,,-0.26,-21.49,2480212.0,Mile 1 at Pascagoula,at,Pascagoula River,prpm6,River Stage/Flow Location,2480212.0,30.367778,88.563056,lix,lmrfc,ms,59.0,South Atlantic-Gulf Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=prpm6,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,,,,,,,2480285.0,-18.85,Pascagoula River
1775,2480285.0,"WEST PASCAGOULA RIVER AT HWY 90 AT GAUTIER, MS",30.3827,-88.6084,3170006.0,CST,0,,0000-00-00 00:00:00,0.99,ft,2022-08-14 17:45:00,,,-0.23,-18.85,2480285.0,U. S. Highway 90 at Gautier,at,Pascagoula River,wpgm6,River Stage/Flow Location,2480285.0,30.3825,88.608333,lix,lmrfc,ms,59.0,South Atlantic-Gulf Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=wpgm6,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,0.0,,,,,2481299.0,-16.43,Pascagoula River
1783,2481299.0,"OLD FORT BAYOU AT OCEAN SPRINGS, MS",30.4192,-88.8281,3170009.0,CST,0,,0000-00-00 00:00:00,1.17,ft,2022-08-14 17:15:00,,,-0.23,-16.43,2481299.0,Old Fort Bayou at Ocean Springs,at,Pascagoula River,ofbm6,River Stage/Flow Location,2481299.0,30.419167,88.828056,lix,lmrfc,ms,59.0,South Atlantic-Gulf Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=ofbm6,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,No,No,,,,NAVD88,0.0,,,,,204382800.0,1.16,Pasquotank River
7062,204382800.0,"PASQUOTANK RIVER NEAR SOUTH MILLS, NC",36.4214,-76.3425,3010205.0,EST,-23.3,cfs,2022-08-14 18:15:00,6.1,ft,2022-08-14 18:15:00,-25.72,-1062.81,0.07,1.16,204382800.0,South Mills,near,Pasquotank River,psqn7,River Stage/Flow Location,204382800.0,36.421389,76.3425,akq,serfc,nc,139.0,South Atlantic-Gulf Region,EST,No,-4.52,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=akq&gage=psqn7,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,-5.5,-5.5,-4.52,,,1379000.0,-0.24,Passaic River
220,1379000.0,Passaic River near Millington NJ,40.68,-74.5289,2030103.0,EST,4.11,cfs,2022-08-14 18:30:00,4.22,ft,2022-08-14 18:30:00,-0.23,-5.3,-0.01,-0.24,1379000.0,Millington,near,Passaic River,miln4,River Stage/Flow Location,1379000.0,40.68,74.528889,phi,marfc,nj,0.0,Mid Atlantic Region,EST,Yes,215.6 ft,7.0,8.0,9.0,9.8,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=miln4,hgirg,Yes,W,0 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD 1929,215.6,,215.6 ft,,,1389890.0,1.19,Passaic River
254,1389890.0,Passaic River at Dundee Dam at Clifton NJ,40.8858,-74.1283,2030103.0,EST,115,cfs,2022-08-14 18:15:00,0.85,ft,2022-08-14 18:15:00,8.0,7.48,0.01,1.19,1389890.0,Clifton (Dundee Dam),at,Passaic River,ddcn4,River Stage/Flow Location,1389890.0,40.8825,74.1272,okx,marfc,nj,0.0,Mid Atlantic Region,EST,Yes,24.52,3.5,4.5,6.0,7.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=okx&gage=ddcn4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,,24.52,,24.52,,,2343225.0,-0.7,Pataula Creek
1534,2343225.0,"PATAULA CREEK NEAR GEORGETOWN, GA",31.8182,-84.9739,3130003.0,EST,357,cfs,2022-08-14 18:45:00,4.24,ft,2022-08-14 18:45:00,-6.0,-1.65,-0.03,-0.7,2343225.0,Georgetown,near,Pataula Creek,mrsg1,River Stage/Flow Location,2343225.0,31.818333,84.973889,tae,serfc,ga,239.0,South Atlantic-Gulf Region,EST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=mrsg1,hgirg,Yes,W,2.5 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,,209.4,,,,,2204285.0,-1.42,Pates Creek
1245,2204285.0,"PATES CREEK NEAR FLIPPEN, GA",33.4925,-84.245,3070103.0,EST,18.9,cfs,2022-08-14 18:45:00,1.39,ft,2022-08-14 18:45:00,-0.7,-3.57,-0.02,-1.42,2204285.0,Flippen,near,Pates Creek,flpg1,Stage/Flow and Precipitation Location,2204285.0,33.492778,84.245,ffc,serfc,ga,151.0,South Atlantic-Gulf Region,EST,No,,10.0,12.0,15.0,17.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=flpg1,hgirg,Yes,W,,Data Point,Yes,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,714.21,,720.0 ft,,,3374498.0,-0.0,Patoka River
2560,3374498.0,"PATOKA LAKE NEAR CUZCO, IN",38.4351,-86.7055,5120209.0,EST,0,,0000-00-00 00:00:00,536.55,ft,2022-08-14 18:15:00,,,-0.01,-0.0,3374498.0,Patoka Lake,at,Patoka River,prli3,River Stage/Flow Location,3374498.0,38.435,86.705556,lmk,ohrfc,in,37.0,Ohio Region,EST,No,0,546.0,548.0,548.0,553.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lmk&gage=prli3,hpirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Army Corps of Engineers,Yes,No,,,,NGVD29,0.0,,0,,,3375500.0,0.14,Patoka River
2562,3375500.0,"PATOKA RIVER AT JASPER, IN",38.4137,-86.8767,5120209.0,EST,182,cfs,2022-08-14 17:15:00,6.99,ft,2022-08-14 17:15:00,2.0,1.11,0.01,0.14,3375500.0,Jasper,near,Patoka River,jpri3,River Stage/Flow Location,3375500.0,38.413611,86.876667,lmk,ohrfc,in,37.0,Ohio Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lmk&gage=jpri3,hgirg,Yes,W,26 CFS,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,445.22,445.22,,,,3376300.0,0.12,Patoka River
2563,3376300.0,"PATOKA RIVER AT WINSLOW, IN",38.3803,-87.2167,5120209.0,EST,173,cfs,2022-08-14 17:30:00,8.56,ft,2022-08-14 17:30:00,2.0,1.17,0.01,0.12,3376300.0,Winslow,above,Patoka River,wnsi3,River Stage/Flow Location,3376300.0,38.380278,87.216667,pah,ohrfc,in,125.0,Ohio Region,CST,No,400,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=pah&gage=wnsi3,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,400.0,,400,,,3376500.0,-0.5,Patoka River
2564,3376500.0,"PATOKA RIVER NEAR PRINCETON, IN",38.3903,-87.5489,5120209.0,EST,268,cfs,2022-08-14 17:45:00,4.02,ft,2022-08-14 17:45:00,-3.0,-1.11,-0.02,-0.5,3376500.0,Princeton,at,Patoka River,pnti3,River Stage/Flow Location,3376500.0,38.390278,87.548889,pah,ohrfc,in,51.0,Ohio Region,CST,No,390 ft,16.0,18.0,20.0,23.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=pah&gage=pnti3,hgirg,Yes,W,2.5 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,388.56,388.56 ft,390 ft,,,2372250.0,-0.35,Patsaliga Creek
1608,2372250.0,PATSALIGA CREEK NEAR BRANTLEY AL,31.5963,-86.4055,3140302.0,CST,295,cfs,2022-08-14 17:00:00,5.72,ft,2022-08-14 17:00:00,-3.0,-1.01,-0.02,-0.35,2372250.0,Brantley,near,Patsaliga Creek,ptsa1,River Stage/Flow Location,2372250.0,31.5961,86.4055,mob,serfc,al,35.0,Texas-Gulf Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=mob&gage=ptsa1,hgirg,Yes,W,0 Feet,No routine,No,No,No,US Geological Survey,No,Yes,No,No,Yes,NGVD29,220.0,,,,,1591000.0,-0.51,Patuxent River
678,1591000.0,"PATUXENT RIVER NEAR UNITY, MD",39.2383,-77.0557,2060006.0,EST,7.7,cfs,2022-08-14 18:55:00,1.95,ft,2022-08-14 18:55:00,-0.21,-2.59,-0.01,-0.51,1591000.0,Unity,near,Patuxent River,prum2,River Stage/Flow Location,1591000.0,39.238333,77.055833,lwx,marfc,md,,Mid Atlantic Region,EST,No,,7.0,8.0,11.0,18.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=prum2,hgirg,Yes,W,0 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,364.04,,,,,1591610.0,-0.82,Patuxent River
679,1591610.0,"PATUXENT RIVER BELOW BRIGHTON DAM NEAR BRIGHTON,MD",39.1922,-77.0044,2060006.0,EST,10.1,cfs,2022-08-14 18:45:00,1.21,ft,2022-08-14 18:45:00,-0.4,-3.81,-0.01,-0.82,1591610.0,Brighton Dam,below,Patuxent River,bghm2,River Stage/Flow Location,1591610.0,39.192222,77.004444,lwx,marfc,md,0.0,Mid Atlantic Region,EST,No,,8.0,9.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=bghm2,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,302.98,,,,,1594440.0,-0.21,Patuxent River
684,1594440.0,"PATUXENT RIVER NEAR BOWIE, MD",38.9559,-76.6937,2060006.0,EST,177,cfs,2022-08-14 18:45:00,4.72,ft,2022-08-14 18:45:00,-1.0,-0.56,-0.01,-0.21,1594440.0,Bowie,near,Patuxent River,bowm2,River Stage/Flow Location,1594440.0,38.955833,76.693889,lwx,marfc,md,3.0,Mid Atlantic Region,EST,No,,17.0,19.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=bowm2,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NAVD88,12.32,,,,,214295600.0,-0.62,Paw Creek
7110,214295600.0,"PAW CR AT WILKINSON BLVD NR CHARLOTTE, NC",35.2403,-80.9744,3050101.0,EST,4.09,cfs,2022-08-14 18:55:00,1.6,ft,2022-08-14 18:55:00,-0.27,-6.19,-0.01,-0.62,214295600.0,Wilkinson Blvd,at,Paw Creek,pawn7,River Stage/Flow Location,214295600.0,35.240278,80.974444,gsp,serfc,nc,119.0,South Atlantic-Gulf Region,EST,No,,11.0,12.5,15.0,18.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=pawn7,hgirr,Yes,W,0 Feet,Data Point,No,No,No,US Geological Survey,Yes,No,,,,,567.97,,,,,4102500.0,-0.18,Paw Paw River
2837,4102500.0,"PAW PAW RIVER AT RIVERSIDE, MI",42.1864,-86.3689,4050001.0,EST,275,cfs,2022-08-14 17:00:00,5.48,ft,2022-08-14 17:00:00,-1.0,-0.36,-0.01,-0.18,4102500.0,Riverside,at,Paw Paw River,rivm4,River Stage/Flow Location,4102500.0,42.1864,86.3689,iwx,ncrfc,mi,21.0,Great Lakes Region,EST,No,,10.0,11.0,15.0,22.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=rivm4,hgirg,Yes,W,-9999 Feet,Data Point,Yes,No,Yes,the USGS (04102500),Yes,No,,,,NAVD88,588.32,588.32,,,,1118500.0,-0.25,Pawcatuck
99,1118500.0,"PAWCATUCK RIVER AT WESTERLY, RI",41.3837,-71.8331,1090005.0,EST,59.8,cfs,2022-08-14 18:00:00,3.93,ft,2022-08-14 18:00:00,-1.8,-2.92,-0.01,-0.25,1118500.0,Westerly,at,Pawcatuck,wstr1,River Stage/Flow Location,1118500.0,41.383711,71.833611,box,nerfc,ri,9.0,New England Region,EST,Yes,,6.0,7.0,9.0,11.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=wstr1,hgirg,Yes,W,-9999 Feet,Year-round,No,No,No,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,-2.68,-2.68,,,,7140850.0,-0.45,Pawnee River
4606,7140850.0,"PAWNEE R NR BURDETT, KS",38.2067,-99.6435,11030005.0,CST,0,cfs,2022-08-14 17:00:00,2.23,ft,2022-08-14 17:00:00,,,-0.01,-0.45,7140850.0,Burdett,near,Pawnee River,bttk1,River Stage/Flow Location,7140850.0,38.20704,99.64355,ddc,abrfc,ks,83.0,Arkansas-White-Red Region,CST,No,2102.55,27.0,30.0,32.0,34.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ddc&gage=bttk1,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,2103.13,2103.13 ft,2102.55,,,7141200.0,-0.16,Pawnee River
4612,7141200.0,"PAWNEE R AT ROZEL, KS",38.2076,-99.4058,11030005.0,CST,0,cfs,2022-08-14 17:30:00,6.25,ft,2022-08-14 17:30:00,,,-0.01,-0.16,7141200.0,Rozel,near,Pawnee River,rozk1,River Stage/Flow Location,7141200.0,38.2075,99.405833,ddc,abrfc,ks,145.0,Arkansas-White-Red Region,CST,No,2040.22 ft,29.0,31.0,33.0,35.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ddc&gage=rozk1,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,2040.24,,2040.22 ft,,,13249500.0,-0.3,Payette River
6524,13249500.0,PAYETTE RIVER NR EMMETT ID,43.9306,-116.443,17050122.0,MST,2100,cfs,2022-08-14 16:00:00,3.34,ft,2022-08-14 16:00:00,-10.0,-0.47,-0.01,-0.3,13249500.0,Emmett,at,Payette River,emmi1,River Stage/Flow Location,13249500.0,43.930556,116.441667,boi,nwrfc,id,0.0,Pacific Northwest Region,MST,No,,10.0,10.5,12.0,15.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=boi&gage=emmi1,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey and USBR,Yes,Yes,Yes,Yes,Yes,NGVD29,2400.32,,,,2400.32 ft,13250000.0,-0.11,Payette River
6525,13250000.0,PAYETTE RIVER NR LETHA ID,43.8961,-116.628,17050122.0,MST,1490,cfs,2022-08-14 16:30:00,9.17,ft,2022-08-14 16:30:00,-10.0,-0.67,-0.01,-0.11,13250000.0,Letha,at,Payette River,plei1,River Stage/Flow Location,13250000.0,43.896389,116.625833,boi,nwrfc,id,0.0,Pacific Northwest Region,MST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=boi&gage=plei1,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,,,,,,,13251000.0,-0.18,Payette River
6526,13251000.0,PAYETTE RIVER NR PAYETTE ID,44.0422,-116.925,17050122.0,MST,2010,cfs,2022-08-14 16:30:00,5.4,ft,2022-08-14 16:30:00,-20.0,-0.99,-0.01,-0.18,13251000.0,Payette,at,Payette River,prpi1,River Stage/Flow Location,13251000.0,44.042222,116.925278,boi,nwrfc,id,0.0,Pacific Northwest Region,MST,No,2138.44 ft,11.5,12.0,12.8,14.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=boi&gage=prpi1,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD29,2138.44,,2138.44 ft,,,2363000.0,-0.37,Pea River
1588,2363000.0,PEA RIVER NEAR ARITON AL,31.5949,-85.783,3140202.0,CST,232,cfs,2022-08-14 17:00:00,2.66,ft,2022-08-14 17:00:00,-3.0,-1.28,-0.01,-0.37,2363000.0,Ariton (US 231),near,Pea River,arta1,River Stage/Flow Location,2363000.0,31.594722,85.783056,tae,serfc,al,45.0,South Atlantic-Gulf Region,CST,No,246.72 ft,8.0,14.0,17.0,25.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=arta1,hgirg,Yes,W,1.75 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,246.72,246.72,,246.72 ft,,,2364000.0,-0.7,Pea River
1589,2364000.0,"PEA RIVER AT ELBA, AL.",31.4135,-86.063,3140202.0,CST,0,,0000-00-00 00:00:00,1.42,ft,2022-08-14 17:00:00,,,-0.01,-0.7,2364000.0,Elba (US 84),at,Pea River,elba1,River Stage/Flow Location,2364000.0,31.413333,86.063056,tae,serfc,al,31.0,South Atlantic-Gulf Region,CST,No,159.24 ft,25.0,30.0,32.0,46.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=elba1,hgirg,Yes,W,2 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,,159.24,,159.24 ft,,,2364500.0,0.48,Pea River
1590,2364500.0,PEA RIVER NEAR SAMSON AL,31.1127,-86.0994,3140202.0,CST,634,cfs,2022-08-14 17:30:00,6.34,ft,2022-08-14 17:30:00,8.0,1.28,0.03,0.48,2364500.0,Samson (CR 52),near,Pea River,ssna1,River Stage/Flow Location,2364500.0,31.1125,86.099444,tae,serfc,al,61.0,South Atlantic-Gulf Region,CST,No,97.75,28.0,35.0,41.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=ssna1,hgirg,Yes,W,3.6 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,,97.75,,97.75,,,2294650.0,0.21,Peace River (FL)
1394,2294650.0,"PEACE RIVER AT SR 60 AT BARTOW, FL",27.9022,-81.8173,3100101.0,EST,104,cfs,2022-08-14 18:15:00,4.8,ft,2022-08-14 18:15:00,1.0,0.97,0.01,0.21,2294650.0,SR 60 Bartow,at,Peace River (FL),barf1,River Stage/Flow Location,2294650.0,27.901944,81.8175,tbw,serfc,fl,0.0,South Atlantic-Gulf Region,EST,Yes,,7.6,8.0,9.2,10.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tbw&gage=barf1,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,No,Yes,Yes,Yes,Yes,NGVD29,0.0,,,,,2295637.0,-0.18,Peace River (FL)
1395,2295637.0,"PEACE RIVER AT US 17 AT ZOLFO SPRINGS, FL",27.5045,-81.8009,3100101.0,EST,187,cfs,2022-08-14 18:30:00,5.48,ft,2022-08-14 18:30:00,-1.0,-0.53,-0.01,-0.18,2295637.0,Zolfo Springs,at,Peace River (FL),zfsf1,River Stage/Flow Location,2295637.0,27.504167,81.801111,tbw,serfc,fl,,South Atlantic-Gulf Region,EST,No,,14.0,16.0,20.0,22.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tbw&gage=zfsf1,hgirg,Yes,W,,High Water,No,No,Yes,US Geological Survey,No,Yes,Yes,Yes,Yes,,30.2,,,,,2296750.0,-0.41,Peace River (FL)
1396,2296750.0,"PEACE RIVER AT SR 70 AT ARCADIA, FL",27.2209,-81.8762,3100101.0,EST,400,cfs,2022-08-14 18:30:00,2.42,ft,2022-08-14 18:30:00,-2.0,-0.5,-0.01,-0.41,2296750.0,SR 70 Arcadia,at,Peace River (FL),arcf1,River Stage/Flow Location,2296750.0,27.221944,81.876111,tbw,serfc,fl,27.0,South Atlantic-Gulf Region,EST,No,,9.0,11.0,14.0,16.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tbw&gage=arcf1,hgirg,Yes,W,0 Feet,High Water,No,No,Yes,US Geological Survey,No,Yes,Yes,Yes,Yes,NGVD29,6.0,,,,,2336300.0,0.85,Peachtree Creek
1504,2336300.0,"PEACHTREE CREEK AT ATLANTA, GA",33.8203,-84.4076,3130001.0,EST,41.3,cfs,2022-08-14 18:00:00,2.38,ft,2022-08-14 18:00:00,1.9,4.82,0.02,0.85,2336300.0,Atlanta,at,Peachtree Creek,aang1,Stage/Flow and Precipitation Location,2336300.0,33.820306,84.407639,ffc,serfc,ga,121.0,South Atlantic-Gulf Region,EST,No,,13.0,17.0,18.0,20.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=aang1,hgirg,Yes,W,0 Feet,High Water,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,764.13,764.13 ft,,,,2203557.0,0.7,Peacock Creek
1232,2203557.0,"PEACOCK CREEK AT ATLANTIC RR LINE NR MCINTOSH, GA",31.8206,-81.5396,3060204.0,EST,11.1,cfs,2022-08-14 18:15:00,4.3,ft,2022-08-14 18:15:00,1.15,11.56,0.03,0.7,2203557.0,McIntosh,near,Peacock Creek,mthg1,River Stage/Flow Location,2203557.0,31.820553,81.539597,chs,serfc,ga,179.0,South Atlantic-Gulf Region,EST,No,7,13.0,14.0,15.0,16.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=chs&gage=mthg1,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,7.0,5.9918,7,,,2482000.0,-0.29,Pearl River
1788,2482000.0,"PEARL RIVER AT EDINBURG, MS",32.7989,-89.335,3180001.0,CST,74.9,cfs,2022-08-14 17:45:00,3.45,ft,2022-08-14 17:45:00,-0.7,-0.93,-0.01,-0.29,2482000.0,Edinburg,at,Pearl River,enbm6,River Stage/Flow Location,2482000.0,32.798889,89.335,jan,lmrfc,ms,79.0,South Atlantic-Gulf Region,CST,No,341.67 ft,19.0,20.0,26.0,30.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=jan&gage=enbm6,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,U.S. Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD 1929,341.67,,341.67 ft,,,2482550.0,-0.2,Pearl River
