,site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,tz_cd,flow,flow_unit,flow_dt,stage,stage_unit,stage_dt,flow_chg,flow_chg_percent,stage_chg,stage_chg_percent,USGSstationID,location name,proximity,river/water-body name,nws shef id,location type,usgs id,latitude,longitude,wfo,rfc,state,county,wrr,timezone,inundation,elevation,action stage,flood stage,moderate flood stage,major flood stage,flood stage unit,coeid,hydrograph page,pedts,in service,hemisphere,low water threshold value / units,forecast status,display low water impacts,low flow display,give data attribution,attribution wording,fema wms,probabilistic site,weekly chance probabilistic enabled,short-term probabilistic enabled,chance of exceeding probabilistic enabled,nrldb vertical datum name,nrldb vertical datum,navd88 vertical datum,ngvd29 vertical datum,msl vertical datum,other vertical datum,site_no_shift,stage_chg_percent_shift,river/water-body name_shift,jam_status
4451,6919020.0,"Sac River at Hwy J below Stockton, MO",37.7359,-93.7797,10290106.0,CST,1780,cfs,2022-08-14 17:45:00,10.96,ft,2022-08-14 17:45:00,1675.0,1595.24,4.97,82.97,6919020.0,Highway J near Stockton,below,Sac River,sjzm7,River Stage/Flow Location,6919020.0,37.735833,93.779722,sgf,mbrfc,mo,39.0,Missouri Region,CST,No,750.19,15.5,17.5,45.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=sjzm7,hgirg,Yes,W,5 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,750.56,,750.19,,,6919900.0,-0.17,Sac River,jam
4231,6803513.0,"Salt Creek at 70th Street at Lincoln, Nebr.",40.8861,-96.6242,10200203.0,CST,69,cfs,2022-08-14 17:15:00,3.29,ft,2022-08-14 17:15:00,4.0,6.15,0.03,0.92,6803513.0,Lincoln (70th Street),at,Salt Creek,lscn1,River Stage/Flow Location,6803513.0,40.885838,96.624284,oax,mbrfc,ne,109.0,Missouri Region,CST,No,1095.85 ft,32.0,34.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=lscn1,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,the USGS (06803513),Yes,No,,,,NGVD29,1095.85,,1095.85 ft,,,6803555.0,-0.53,Salt Creek,jam
3615,5531300.0,"SALT CREEK AT ELMHURST, IL",41.8861,-87.9592,7120004.0,CST,44.1,cfs,2022-08-14 16:20:00,5.2,ft,2022-08-14 16:20:00,1.7,4.01,0.02,0.39,5531300.0,Elmhurst,at,Salt Creek (IL),emhi2,Stage/Flow and Precipitation Location,5531300.0,41.886111,87.959167,lot,ncrfc,il,43.0,Upper Mississippi Region,CST,No,,10.0,11.0,12.0,14.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=emhi2,hgirg,Yes,W,5 Feet,No routine,Yes,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,651.64,651.64,651.93,,,5531410.0,-0.02,Salt Creek (IL),jam
5794,9498500.0,"SALT RIVER NEAR ROOSEVELT, AZ",33.6195,-110.922,15060103.0,MST,1010,cfs,2022-08-14 15:30:00,8.4,ft,2022-08-14 15:30:00,11.0,1.1,0.02,0.24,9498500.0,Roosevelt,near,Salt River,slra3,River Stage/Flow Location,9498500.0,33.619495,110.921504,psr,cbrfc,az,0.0,Lower Colorado Region,MST7,No,,24.0,30.0,34.0,36.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=psr&gage=slra3,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,No,Yes,No,No,Yes,NGVD29,2177.14,,,,2177.1 ft,9512165.0,-1.03,Salt River,jam
1135,2163001.0,"SALUDA RIVER NEAR WILLIAMSTON, SC",34.6148,-82.444,3050109.0,EST,449,cfs,2022-08-14 17:45:00,3.91,ft,2022-08-14 17:45:00,24.0,5.65,0.05,1.3,2163001.0,WILLIAMSTON,near,Saluda River,wlss1,River Stage/Flow Location,2163001.0,34.614722,82.444167,gsp,serfc,sc,7.0,South Atlantic-Gulf Region,EST,No,,21.0,22.0,24.0,29.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=wlss1,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,650.0,,,,,2163500.0,-0.85,Saluda River,jam
5455,8183200.0,"San Antonio Rv nr Floresville, TX",29.11,-98.1744,12100303.0,CST,125,cfs,2022-08-14 17:00:00,4.04,ft,2022-08-14 17:00:00,9.0,7.76,0.06,1.51,8183200.0,Floresville,near,San Antonio River,flvt2,River Stage/Flow Location,8183200.0,29.11,98.174444,ewx,wgrfc,tx,493.0,Texas-Gulf Region,CST,No,,21.0,27.0,33.0,42.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=flvt2,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,,,374.68,,,,8188060.0,-0.11,San Antonio River,jam
5690,9342500.0,"SAN JUAN RIVER AT PAGOSA SPRINGS, CO",37.2655,-107.011,14080101.0,MST,180,cfs,2022-08-14 16:00:00,4.2,ft,2022-08-14 16:00:00,2.0,1.12,0.01,0.24,9342500.0,Pagosa Springs,at,San Juan River,pspc2,River Stage/Flow Location,9342500.0,37.265528,107.011,gjt,cbrfc,co,7.0,Upper Colorado Region,MST,No,7047.53 ft,9.48,10.5,11.7,12.6,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=pspc2,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD29,7047.53,,7047.53 ft,,,9365000.0,-1.69,San Juan River,jam
5699,9368000.0,"SAN JUAN RIVER AT SHIPROCK, NM",36.7767,-108.683,14080105.0,MST,531,cfs,2022-08-14 16:00:00,7.4,ft,2022-08-14 16:00:00,18.0,3.51,0.03,0.41,9368000.0,Shiprock,at,San Juan River,shrn5,River Stage/Flow Location,9368000.0,36.776667,108.683056,abq,cbrfc,nm,45.0,Upper Colorado Region,MST,No,,13.5,15.5,18.0,20.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=shrn5,hgirg,Yes,W,0 Feet,Year-round,No,No,Yes,US Geological Survey,No,Yes,Yes,Yes,Yes,NGVD29,4890.0,,,,,9371010.0,-0.18,San Juan River,jam
3722,5576900.0,"SANGAMON RIVER NEAR SPRINGFIELD, IL",39.8708,-89.6139,7130008.0,CST,0,,0000-00-00 00:00:00,23.45,ft,2022-08-14 16:15:00,,,0.02,0.09,5576900.0,Springfield,near,Sangamon River,srsi2,River Stage/Flow Location,5576900.0,39.870833,89.613889,ilx,ncrfc,il,167.0,Upper Mississippi Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ilx&gage=srsi2,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,484.71,484.71 ft,,,,5578000.0,-0.16,Sangamon River,jam
1439,2321898.0,SANTA FE RIVER AT O'LENO STATE PARK FLA,29.9266,-82.5596,3110206.0,EST,219,cfs,2022-08-14 18:15:00,37.49,ft,2022-08-14 18:15:00,1.0,0.46,0.01,0.03,2321898.0,O&#039;leno State Park (in NAVD88),at,Santa Fe River,olpf1,River Stage/Flow Location,2321898.0,29.926565,82.559647,jax,serfc,fl,23.0,South Atlantic-Gulf Region,EST,No,0.81,42.0,43.0,52.0,56.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=olpf1,hgirg,Yes,W,36 Feet,High Water,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,0.0,0,0.81,,,2321958.0,-0.33,Santa Fe River,jam
1327,2226500.0,"SATILLA RIVER NEAR WAYCROSS, GA",31.2384,-82.3228,3070201.0,EST,268,cfs,2022-08-14 18:45:00,7.15,ft,2022-08-14 18:45:00,3.0,1.13,0.02,0.28,2226500.0,Waycross,near,Satilla River,aysg1,River Stage/Flow Location,2226500.0,31.238056,82.324722,jax,serfc,ga,299.0,South Atlantic-Gulf Region,EST,No,,14.0,16.0,18.0,20.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=aysg1,hgirg,Yes,W,4 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAD27,65.5,65.5,,,,2228000.0,-0.26,Satilla River,jam
1208,2196670.0,"SAVANNAH RIVER JEFFERSON DAVIS BR, AT AUGUSTA, GA",33.4793,-81.9634,3060106.0,EST,4150,cfs,2022-08-14 18:30:00,13.69,ft,2022-08-14 18:30:00,70.0,1.72,0.19,1.41,2196670.0,Savannah River Jefferson Davis Bridge at Augusta,at,Savannah River,srag1,River Stage/Flow Location,2196670.0,33.4767,81.9572,cae,serfc,ga,245.0,South Atlantic-Gulf Region,EST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=cae&gage=srag1,,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,No,No,,,,NAVD88,100.0,100,,,,2197000.0,-0.19,Savannah River,jam
417,1472000.0,"Schuylkill River at Pottstown, PA",40.2418,-75.6516,2040203.0,EST,548,cfs,2022-08-14 18:15:00,1.47,ft,2022-08-14 18:15:00,7.0,1.29,0.01,0.68,1472000.0,Pottstown,at,Schuylkill River,ptnp1,River Stage/Flow Location,1472000.0,40.241667,75.651944,phi,marfc,pa,0.0,Mid Atlantic Region,EST,No,117.86 ft,11.0,12.5,18.0,22.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=ptnp1,hgirg,Yes,W,0 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD 1929,117.86,,117.86 ft,,,1473500.0,-0.51,Schuylkill River,jam
2211,3229610.0,Scioto River near Commercial Point OH,39.7742,-83.0077,5060001.0,EST,649,cfs,2022-08-14 18:15:00,8.91,ft,2022-08-14 18:15:00,11.0,1.72,0.02,0.22,3229610.0,Commercial Point,near,Scioto River,cmmo1,River Stage/Flow Location,3229610.0,39.774167,83.007778,iln,ohrfc,oh,129.0,Ohio Region,EST,No,,21.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=cmmo1,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,No,No,,,,NGVD 1929,,,,,,3230700.0,-1.09,Scioto River,jam
3075,4232730.0,SENECA RIVER NEAR SENECA FALLS NY,42.9389,-76.7611,4140201.0,EST,340,cfs,2022-08-14 17:45:00,5.32,ft,2022-08-14 17:45:00,-170.0,-33.33,0.09,1.72,4232730.0,Seneca Falls,near,Seneca River,sefn6,River Stage/Flow Location,4232730.0,42.938889,76.761389,bgm,nerfc,ny,99.0,Great Lakes Region,EST,No,376.81,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=sefn6,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,376.25,376.25,376.81,,,4235600.0,-0.84,Seneca River,jam
3195,5056770.0,"SHEYENNE RIVER AT CO RD 20 NR. KLOTEN, ND",47.6868,-98.1304,9020203.0,CST,172,cfs,2022-08-14 17:00:00,31.68,ft,2022-08-14 17:00:00,2.0,1.18,0.01,0.03,5056770.0,McVille,near,Sheyenne River,mvcn8,River Stage/Flow Location,5056770.0,47.686944,98.130278,fgf,ncrfc,nd,63.0,Souris-Red-Rainy Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=fgf&gage=mvcn8,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NAVD88,1325.0,1325.00 ft,,,,5058500.0,-0.44,Sheyenne River,jam
6410,13022500.0,"SNAKE RIVER ABOVE RESERVOIR, NEAR ALPINE, WY",43.1961,-110.889,17040103.0,MST,4060,cfs,2022-08-14 16:30:00,4.41,ft,2022-08-14 16:30:00,20.0,0.5,0.01,0.23,13022500.0,Alpine,near,Snake River,alpw4,River Stage/Flow Location,13022500.0,43.19625,110.88944,riw,nwrfc,wy,23.0,Pacific Northwest Region,MST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=riw&gage=alpw4,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,No,Yes,Yes,Yes,Yes,NAVD 1988,5717.0,5717,,,,13032500.0,-0.37,Snake River,jam
6431,13057000.0,SNAKE RIVER NR MENAN ID,43.7528,-111.979,17040201.0,MST,7100,cfs,2022-08-14 16:30:00,4.38,ft,2022-08-14 16:30:00,30.0,0.42,0.01,0.23,13057000.0,Menan,near,Snake River,meni1,River Stage/Flow Location,13057000.0,43.752639,111.979294,pih,nwrfc,id,51.0,Pacific Northwest Region,MST,No,,7.8,8.5,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=pih&gage=meni1,hgirg,Yes,W,-9999 Feet,Data Point,Yes,No,Yes,IDWR-Water District 1,Yes,No,,,,NGVD29,4800.0,,,,,13057155.0,-0.13,Snake River,jam
6436,13060000.0,SNAKE RIVER NR SHELLEY ID,43.4131,-112.135,17040206.0,MST,5990,cfs,2022-08-14 16:15:00,6.92,ft,2022-08-14 16:15:00,30.0,0.5,0.01,0.14,13060000.0,Shelley,near,Snake River,shyi1,River Stage/Flow Location,13060000.0,43.413125,112.1349,pih,nwrfc,id,11.0,Pacific Northwest Region,MST,No,4599.0 ft,12.0,12.5,13.0,13.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=pih&gage=shyi1,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,4599.0,,4599.0 ft,,,13062500.0,-0.18,Snake River,jam
6441,13069500.0,SNAKE RIVER NR BLACKFOOT ID,43.1253,-112.519,17040206.0,MST,3170,cfs,2022-08-14 16:15:00,3.69,ft,2022-08-14 16:15:00,20.0,0.63,0.01,0.27,13069500.0,Blackfoot (Tilden Bridge-Ft. Hall),near,Snake River,bfti1,River Stage/Flow Location,13069500.0,43.125278,112.518889,pih,nwrfc,id,11.0,Pacific Northwest Region,MST,No,,10.2,11.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=pih&gage=bfti1,hgirg,Yes,W,-9999 Feet,Year-round,Yes,No,Yes,US Geological Survey,No,No,,,,NGVD29,4400.83,,,,4399.83 ft,13094000.0,-0.67,Snake River,jam
6531,13290450.0,SNAKE RIVER AT HELLS CANYON DAM ID-OR STATE LINE,45.2544,-116.697,17060101.0,PST,13700,cfs,2022-08-14 15:30:00,65.3,ft,2022-08-14 15:30:00,2200.0,19.13,0.77,1.19,13290450.0,Hells Canyon,at,Snake River,hcdi1,River Stage/Flow Location,13290450.0,45.254444,116.696944,boi,nwrfc,id,0.0,Pacific Northwest Region,MST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=boi&gage=hcdi1,hgirg,Yes,W,-9999 Feet,Year-round,No,No,No,US Geological Survey,No,Yes,Yes,Yes,Yes,,1435.0,,,,1400 ft,13317660.0,-0.61,Snake River,jam
702,1605500.0,"SOUTH BRANCH POTOMAC RIVER AT FRANKLIN, WV",38.6357,-79.3378,2070001.0,EST,48.3,cfs,2022-08-14 18:50:00,1.74,ft,2022-08-14 18:50:00,13.6,39.19,0.1,6.1,1605500.0,Franklin,at,South Branch Potomac River,fklw2,River Stage/Flow Location,1605500.0,38.635556,79.338056,lwx,marfc,wv,71.0,Mid Atlantic Region,EST,No,1692.5 ft,6.0,7.0,9.0,11.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=fklw2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,1692.1,,1692.5 ft,,,1606500.0,-0.27,South Branch Potomac River,jam
2627,3437495.0,"S FK LITTLE R AT HWY 68 BY-PASS AT HOPKINSVILLE,KY",36.8495,-87.4289,5130205.0,CST,1.83,cfs,2022-08-14 17:30:00,5.58,ft,2022-08-14 17:30:00,0.08,4.57,0.01,0.18,3437495.0,Hopkinsville - Bypass,at,South Fork Little River,hlbk2,River Stage/Flow Location,3437495.0,36.849444,87.428889,pah,ohrfc,ky,47.0,Ohio Region,CST,Yes,,16.0,18.0,19.0,20.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=pah&gage=hlbk2,hgirg,Yes,W,0 Feet,High Water,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,520.0,520.0 ft,,,,3437500.0,-0.47,South Fork Little River,jam
3718,5576000.0,"SOUTH FORK SANGAMON RIVER NEAR ROCHESTER, IL",39.7423,-89.5673,7130007.0,CST,641,cfs,2022-08-14 16:45:00,11.57,ft,2022-08-14 16:45:00,33.0,5.43,0.19,1.67,5576000.0,Rochester,near,South Fork Sangamon River,roci2,Stage/Flow and Precipitation Location,5576000.0,39.742273,89.567317,ilx,ncrfc,il,167.0,Upper Mississippi Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ilx&gage=roci2,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,511.3,,511.30 ft,,,5576022.0,-0.09,South Fork Sangamon River,jam
741,1626850.0,"SOUTH RIVER NEAR DOOMS, VA",38.0887,-78.877,2070005.0,EST,61,cfs,2022-08-14 18:45:00,2.33,ft,2022-08-14 18:45:00,1.6,2.69,0.01,0.43,1626850.0,Dooms,near,South River,doov2,River Stage/Flow Location,1626850.0,38.088611,78.877222,lwx,marfc,va,0.0,Mid Atlantic Region,EST,No,,9.0,11.0,13.0,15.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=doov2,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,1247.04,,,,,2203655.0,-0.33,South River,jam
1243,2204070.0,"SOUTH RIVER AT KLONDIKE ROAD, NEAR LITHONIA, GA",33.6301,-84.1285,3070103.0,EST,125,cfs,2022-08-14 18:45:00,5.15,ft,2022-08-14 18:45:00,3.0,2.46,0.01,0.19,2204070.0,Klondike Road near Lithonia,at,South River,soug1,Stage/Flow and Precipitation Location,2204070.0,33.629722,84.128611,ffc,serfc,ga,89.0,South Atlantic-Gulf Region,EST,No,,10.0,12.0,17.0,21.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=soug1,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,660.7,660.7 ft,,,,2204520.0,-0.14,South River,jam
6497,13171500.0,CJ STRIKE RES NR GRAND VIEW ID,42.9436,-115.975,17050101.0,MST,0,,0000-00-00 00:00:00,54.83,ft,2022-08-14 16:15:00,,,0.02,0.04,13171500.0,C J Strike Reservoir,at,Southwest Idaho Reservoirs,cjsi1,River Stage/Flow Location,13171500.0,42.943611,115.975,boi,nwrfc,id,73.0,Pacific Northwest Region,MST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=boi&gage=cjsi1,hpirg,Yes,W,0 Feet,No routine,No,No,No,US Geological Survey,No,No,,,,USGS,,,,,,13190500.0,-0.22,Southwest Idaho Reservoirs,jam
552,1546500.0,"Spring Creek near Axemann, PA",40.8898,-77.7942,2050204.0,EST,55,cfs,2022-08-14 18:45:00,2.2,ft,2022-08-14 18:45:00,1.4,2.61,0.01,0.46,1546500.0,Axemann,near,Spring Creek,axep1,River Stage/Flow Location,1546500.0,40.889722,77.794444,ctp,marfc,pa,27.0,Mid Atlantic Region,EST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=axep1,hgirg,Yes,W,,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,,788.81,,,,,2356638.0,-1.02,Spring Creek,jam
4575,7069305.0,"Spring River at Spring Street Bridge at Hardy, AR",36.3136,-91.4828,11010010.0,CST,577,cfs,2022-08-14 17:45:00,3.21,ft,2022-08-14 17:45:00,9.0,1.58,0.01,0.31,7069305.0,Hardy,at,Spring River (AR),hdya4,River Stage/Flow Location,7069305.0,36.313611,91.482778,lzk,lmrfc,ar,,Arkansas-White-Red Region,CST,No,,8.0,10.0,14.0,16.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lzk&gage=hdya4,hgirg,Yes,W,,Year-round,No,No,No,US Geological Survey,Yes,Yes,Yes,Yes,Yes,,340.91,,,,,7069500.0,-0.57,Spring River (AR),jam
16,1021000.0,"St. Croix River at Baring, Maine",45.1369,-67.3181,1050001.0,EST,977,cfs,2022-08-14 18:45:00,4.78,ft,2022-08-14 18:45:00,8.0,0.83,0.01,0.21,1021000.0,Baring,above,St. Croix River,barm1,River Stage/Flow Location,1021000.0,45.136944,67.318056,car,nerfc,me,29.0,New England Region,EST,No,,10.1,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=car&gage=barm1,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,No,No,,,,NAVD88,65.72,65.72,,,,1021060.0,-2072.73,St. Croix River,jam
1344,2234435.0,"LAKE JESUP OUTLET NEAR SANFORD, FL",28.7842,-81.1812,3080101.0,EST,951,cfs,2022-08-14 18:30:00,0.92,ft,2022-08-14 18:30:00,975.9,-3919.28,0.1,12.2,2234435.0,Lake Jesup Outlet near Sanford,at,St. Johns River,lkjf1,River Stage/Flow Location,2234435.0,28.785833,81.180556,mlb,serfc,fl,,South Atlantic-Gulf Region,EST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=mlb&gage=lkjf1,hgirg,Yes,W,,Data Point,No,No,Yes,US Geological Survey,No,No,,,,,,,,,,2234500.0,-6.33,St. Johns River,jam
1357,2244040.0,"ST. JOHNS R AT BUFFALO BLUFF NEAR SATSUMA, FL",29.5964,-81.6831,3080103.0,EST,-21300,cfs,2022-08-14 18:15:00,11.63,ft,2022-08-14 18:15:00,-2800.0,15.14,0.05,0.43,2244040.0,Buffalo Bluff (in MHHW),at,St. Johns River,palf1,River Stage/Flow Location,2244040.0,29.596111,81.683333,jax,serfc,fl,107.0,South Atlantic-Gulf Region,EST,No,,1.0,1.5,2.0,3.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=palf1,hgirg,Yes,W,-2.2 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,,0.0,0.62,,,,2245290.0,-13.68,St. Johns River,jam
2940,4177080.0,"E BR ST JOSEPH R AT TERRITORIAL RD NR WALDRON, MI",41.7095,-84.4908,4100003.0,EST,52.5,cfs,2022-08-14 17:00:00,4.07,ft,2022-08-14 17:00:00,1.3,2.54,0.03,0.74,4177080.0,Territorial Road near Waldron MI,at,St. Joseph River (OH/IN),joem4,River Stage/Flow Location,4177080.0,41.709495,84.490782,iwx,ohrfc,mi,59.0,Great Lakes Region,EST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=joem4,hgirz,Yes,W,-9999 Feet,Data Point,No,No,Yes,USGS (04177080),Yes,No,,,,NAVD88,868.63,868.63,,,,4180500.0,-0.38,St. Joseph River (OH/IN),jam
803,1661500.0,"ST MARYS RIVER AT GREAT MILLS, MD",38.2417,-76.5037,2070011.0,EST,7.91,cfs,2022-08-14 18:15:00,1.5,ft,2022-08-14 18:15:00,2.09,35.91,0.05,3.45,1661500.0,Great Mills,at,St. Marys River,gmrm2,River Stage/Flow Location,1661500.0,38.241667,76.503611,lwx,marfc,md,0.0,Mid Atlantic Region,EST,No,,5.0,6.0,8.0,10.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=gmrm2,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,6.86,,,,,2228500.0,-0.17,St. Marys River,jam
1335,2231175.0,"ST MARYS RIVER AT FERRY LANDING NEAR FOLKSTON, GA",30.7831,-82.0242,3070204.0,EST,***,cfs,2022-04-01 00:45:00,2.18,ft,2022-08-14 18:15:00,,,0.08,3.81,2231175.0,Traders Hill,at,St. Marys River,smtg1,River Stage/Flow Location,2231175.0,30.783056,82.024167,jax,serfc,ga,49.0,South Atlantic-Gulf Region,EST,No,,5.0,7.0,12.0,16.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=smtg1,hgirg,Yes,W,-0.5 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,,,,,,,2231254.0,-412.0,St. Marys River,jam
1086,2146330.0,"SUGAR CREEK AT ARROWOOD ROAD NEAR CHARLOTTE, NC",35.1397,-80.9111,3050103.0,EST,0,,0000-00-00 00:00:00,0.63,ft,2022-08-14 18:55:00,,,0.02,3.28,2146330.0,Arrowood Rd,at,Sugar Creek NC,awrn7,River Stage/Flow Location,2146330.0,35.139722,80.911111,gsp,serfc,nc,119.0,South Atlantic-Gulf Region,EST,No,,13.0,14.0,15.0,16.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=awrn7,hgirr,Yes,W,-9999 Feet,Data Point,No,No,No,US Geological Survey,Yes,No,,,,,560.05,,,,,2146381.0,-1.1,Sugar Creek NC,jam
3813,6085800.0,Sun River at Simms MT,47.5016,-111.932,10030104.0,MST,163,cfs,2022-08-14 16:30:00,2.6,ft,2022-08-14 16:30:00,15.0,10.14,0.03,1.17,6085800.0,Simms,near,Sun River,ssrm8,River Stage/Flow Location,6085800.0,47.501628,111.931914,tfx,mbrfc,mt,13.0,Missouri Region,MST,No,,6.0,7.5,8.5,10.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tfx&gage=ssrm8,hgirg,Yes,W,-9999 Feet,High Water,Yes,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,3570.0,,,,3570 ft,6089000.0,-0.78,Sun River,jam
466,1500500.0,SUSQUEHANNA RIVER AT UNADILLA NY,42.3215,-75.3164,2050101.0,EST,115,cfs,2022-08-14 17:00:00,2.24,ft,2022-08-14 17:00:00,3.0,2.68,0.01,0.45,1500500.0,Unadilla,at,Susquehanna River,undn6,River Stage/Flow Location,1500500.0,42.321389,75.316944,bgm,marfc,ny,0.0,Mid Atlantic Region,EST,Yes,997.25 ft,9.0,11.0,13.0,14.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=undn6,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NAVD88,996.85,996.85 ft,997.25 ft,,,1502632.0,-1.05,Susquehanna River,jam
513,1531500.0,"Susquehanna River at Towanda, PA",41.7654,-76.4408,2050106.0,EST,940,cfs,2022-08-14 18:45:00,-0.11,ft,2022-08-14 18:45:00,-17.0,-1.78,-0.01,10.0,1531500.0,Towanda,at,Susquehanna River,towp1,River Stage/Flow Location,1531500.0,41.765278,76.441111,bgm,marfc,pa,15.0,Mid Atlantic Region,EST,No,694.38 ft,14.0,16.0,18.0,25.1,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=towp1,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD29,694.38,693.72 ft,694.38 ft,,,1576000.0,-0.12,Susquehanna River,jam
